listing_id,restaurant_id,date,item_name,original_price,discount_pct,discounted_price,quantity_listed,quantity_sold,quantity_wasted,option,posted_time,revenue_rescued,money_saved,food_rescued_pct,area_cluster,category,ward
L02693,R020,2026-06-07,Phở bò chín,60000,40,36000,1,0,1,delivery,09:30,0,0,0.0,Công nhân,Phở,Phường Đông Hòa
L02694,R020,2026-06-07,Phở bò tái nạm,48000,37,30000,1,0,1,delivery,09:00,0,0,0.0,Công nhân,Phở,Phường Đông Hòa
L02695,R020,2026-06-07,Phở gà,53000,43,30000,1,0,1,delivery,09:15,0,0,0.0,Công nhân,Phở,Phường Đông Hòa
L02696,R021,2026-06-07,Hủ tiếu sa tế,61000,46,33000,3,1,2,pickup,20:00,33000,28000,0.333,Sinh viên,Hủ tiếu,Phường Bình Trưng
L02697,R021,2026-06-07,Hủ tiếu Nam Vang,57000,43,32000,3,2,1,pickup,20:45,64000,50000,0.667,Sinh viên,Hủ tiếu,Phường Bình Trưng
L02698,R022,2026-06-07,Bánh mì chả lụa,23000,60,9000,2,1,1,pickup,18:30,9000,14000,0.5,Sinh viên,Bánh mì,Phường Long Bình
L02699,R022,2026-06-07,Bánh mì thịt nguội,19000,60,8000,2,1,1,pickup,18:00,8000,11000,0.5,Sinh viên,Bánh mì,Phường Long Bình
L02700,R022,2026-06-07,Bánh mì xíu mại,28000,60,11000,2,1,1,delivery,18:15,11000,17000,0.5,Sinh viên,Bánh mì,Phường Long Bình
L02701,R022,2026-06-07,Bánh mì trứng,29000,60,12000,2,1,1,pickup,18:45,12000,17000,0.5,Sinh viên,Bánh mì,Phường Long Bình
L02702,R022,2026-06-07,Bánh mì gà,20000,59,8000,2,1,1,delivery,18:30,8000,12000,0.5,Sinh viên,Bánh mì,Phường Long Bình
L02703,R023,2026-06-07,Bánh mì trứng,34000,33,23000,2,0,2,delivery,17:00,0,0,0.0,Công nhân,Bánh mì,Phường Tân Đông Hiệp
L02704,R023,2026-06-07,Bánh mì thịt nguội,33000,30,23000,3,1,2,delivery,17:30,23000,10000,0.333,Công nhân,Bánh mì,Phường Tân Đông Hiệp
L02705,R024,2026-06-07,Hủ tiếu thập cẩm,39000,55,18000,14,10,4,pickup,14:30,180000,210000,0.714,Công nhân,Hủ tiếu,Phường An Phú
L02706,R025,2026-06-07,Cơm gà xối mỡ,35000,31,24000,2,1,1,pickup,11:30,24000,11000,0.5,Dân cư đông,Cơm văn phòng,Phường An Hội Đông
L02707,R025,2026-06-07,Cơm sườn đậu hũ,44000,30,31000,1,0,1,delivery,11:45,0,0,0.0,Dân cư đông,Cơm văn phòng,Phường An Hội Đông
L02708,R025,2026-06-07,Cơm canh chua,37000,35,24000,2,0,2,delivery,11:15,0,0,0.0,Dân cư đông,Cơm văn phòng,Phường An Hội Đông
L02709,R025,2026-06-07,Cơm gà luộc,44000,32,30000,2,0,2,pickup,11:30,0,0,0.0,Dân cư đông,Cơm văn phòng,Phường An Hội Đông
L02710,R025,2026-06-07,Cơm thịt kho trứng,33000,34,22000,2,0,2,delivery,11:30,0,0,0.0,Dân cư đông,Cơm văn phòng,Phường An Hội Đông
L02711,R026,2026-06-07,Bún riêu cua mọc,50000,44,28000,4,2,2,delivery,16:15,56000,44000,0.5,Sinh viên,Bún riêu,Phường Tam Bình
L02712,R027,2026-06-07,Bún bò viên,52000,34,34000,3,1,2,pickup,17:00,34000,18000,0.333,Công nhân,Bún bò,Phường Hòa Lợi
L02713,R028,2026-06-07,Bánh mì chả lụa,28000,57,12000,7,5,2,pickup,14:30,60000,80000,0.714,Công nhân,Bánh mì,Phường Tân Đông Hiệp
L02714,R029,2026-06-07,Phở bò chín,51000,55,23000,1,0,1,delivery,19:15,0,0,0.0,Trung tâm,Phở,Phường Bến Thành
L02715,R029,2026-06-07,Phở bò viên,40000,51,20000,1,0,1,delivery,19:30,0,0,0.0,Trung tâm,Phở,Phường Bến Thành
L02716,R029,2026-06-07,Phở bò tái nạm,44000,54,20000,1,0,1,delivery,19:45,0,0,0.0,Trung tâm,Phở,Phường Bến Thành
L02717,R029,2026-06-07,Phở bò tái,47000,51,23000,1,0,1,delivery,19:30,0,0,0.0,Trung tâm,Phở,Phường Bến Thành
L02718,R030,2026-06-07,Bún bò thập cẩm,49000,55,22000,10,7,3,delivery,15:00,154000,189000,0.7,Công nhân,Bún bò,Phường An Phú
L02719,R030,2026-06-07,Bún bò viên,49000,55,22000,15,11,4,delivery,15:00,242000,297000,0.733,Công nhân,Bún bò,Phường An Phú
L02720,R031,2026-06-07,Phở bò viên,40000,44,22000,5,3,2,delivery,09:45,66000,54000,0.6,Sinh viên,Phở,Phường Phước Long
L02721,R031,2026-06-07,Phở bò chín,52000,44,29000,4,2,2,delivery,09:15,58000,46000,0.5,Sinh viên,Phở,Phường Phước Long
L02722,R032,2026-06-07,Cơm thịt kho trứng,37000,46,20000,4,3,1,delivery,13:45,60000,51000,0.75,Trung tâm,Cơm văn phòng,Phường Cầu Ông Lãnh
L02723,R033,2026-06-07,Cơm tấm sườn nướng,35000,48,18000,1,0,1,pickup,13:00,0,0,0.0,Dân cư đông,Cơm tấm,Phường Tân Hòa
L02724,R033,2026-06-07,Cơm tấm đặc biệt,52000,44,29000,1,0,1,pickup,13:15,0,0,0.0,Dân cư đông,Cơm tấm,Phường Tân Hòa
L02725,R033,2026-06-07,Cơm tấm bì,33000,44,18000,1,0,1,pickup,13:00,0,0,0.0,Dân cư đông,Cơm tấm,Phường Tân Hòa
L02726,R033,2026-06-07,Cơm tấm sườn trứng,44000,46,24000,1,0,1,pickup,13:00,0,0,0.0,Dân cư đông,Cơm tấm,Phường Tân Hòa
L02727,R033,2026-06-07,Cơm tấm sườn bì chả,36000,43,21000,1,0,1,pickup,13:45,0,0,0.0,Dân cư đông,Cơm tấm,Phường Tân Hòa
L02728,R034,2026-06-07,Bún bò thập cẩm,52000,35,34000,7,4,3,pickup,18:30,136000,72000,0.571,Ngoại ô,Bún bò,Xã Bình Chánh
L02729,R034,2026-06-07,Bún bò giò heo,38000,31,26000,6,3,3,delivery,18:00,78000,36000,0.5,Ngoại ô,Bún bò,Xã Bình Chánh
L02730,R035,2026-06-07,Bánh mì thịt nguội,23000,60,9000,1,0,1,delivery,12:00,0,0,0.0,Dân cư đông,Bánh mì,Phường Tân Sơn Nhất
L02731,R035,2026-06-07,Bánh mì xíu mại,21000,53,10000,1,0,1,delivery,12:30,0,0,0.0,Dân cư đông,Bánh mì,Phường Tân Sơn Nhất
L02732,R035,2026-06-07,Bánh mì trứng,25000,51,12000,1,0,1,delivery,12:30,0,0,0.0,Dân cư đông,Bánh mì,Phường Tân Sơn Nhất
L02733,R035,2026-06-07,Bánh mì gà,22000,60,9000,1,0,1,delivery,12:30,0,0,0.0,Dân cư đông,Bánh mì,Phường Tân Sơn Nhất
L02734,R035,2026-06-07,Bánh mì chả lụa,29000,58,12000,1,0,1,delivery,12:30,0,0,0.0,Dân cư đông,Bánh mì,Phường Tân Sơn Nhất
L02735,R036,2026-06-07,Bún bò gân,45000,33,30000,4,2,2,delivery,14:30,60000,30000,0.5,Sinh viên,Bún bò,Phường Phước Long
L02736,R036,2026-06-07,Bún bò thập cẩm,49000,38,30000,5,2,3,pickup,14:15,60000,38000,0.4,Sinh viên,Bún bò,Phường Phước Long
L02737,R036,2026-06-07,Bún bò Huế đặc biệt,61000,37,38000,4,1,3,pickup,14:45,38000,23000,0.25,Sinh viên,Bún bò,Phường Phước Long
L02738,R037,2026-06-07,Bún bò thập cẩm,57000,41,34000,9,6,3,delivery,15:15,204000,138000,0.667,Trung tâm,Bún bò,Phường Tân Định
L02739,R038,2026-06-07,Bún bò gân,45000,54,21000,1,0,1,pickup,17:15,0,0,0.0,Công nhân,Bún bò,Phường Thuận Giao
L02740,R038,2026-06-07,Bún bò thập cẩm,43000,51,21000,1,0,1,pickup,17:00,0,0,0.0,Công nhân,Bún bò,Phường Thuận Giao
L02741,R039,2026-06-07,Bún riêu thập cẩm,41000,60,16000,19,13,6,delivery,09:00,208000,325000,0.684,Công nhân,Bún riêu,Phường Đông Hòa
L02742,R040,2026-06-07,Bún bò gân,44000,60,18000,1,0,1,pickup,14:00,0,0,0.0,Sinh viên,Bún bò,Phường Bình Trưng
L02743,R041,2026-06-07,Phở gà,51000,50,26000,2,1,1,delivery,15:45,26000,25000,0.5,Công nhân,Phở,Phường Tân Khánh
L02744,R041,2026-06-07,Phở bò chín,46000,49,23000,3,1,2,delivery,15:15,23000,23000,0.333,Công nhân,Phở,Phường Tân Khánh
L02745,R042,2026-06-07,Cơm tấm sườn trứng,44000,60,18000,3,2,1,delivery,11:45,36000,52000,0.667,Trung tâm,Cơm tấm,Phường Tân Định
L02746,R042,2026-06-07,Cơm tấm sườn nướng,38000,60,15000,3,2,1,pickup,11:15,30000,46000,0.667,Trung tâm,Cơm tấm,Phường Tân Định
L02747,R042,2026-06-07,Cơm tấm đặc biệt,44000,57,19000,2,1,1,pickup,11:30,19000,25000,0.5,Trung tâm,Cơm tấm,Phường Tân Định
L02748,R043,2026-06-07,Cơm thịt kho trứng,41000,60,16000,3,2,1,pickup,16:00,32000,50000,0.667,Dân cư đông,Cơm văn phòng,Phường Bảy Hiền
L02749,R043,2026-06-07,Cơm gà luộc,44000,59,18000,3,2,1,pickup,16:00,36000,52000,0.667,Dân cư đông,Cơm văn phòng,Phường Bảy Hiền
L02750,R043,2026-06-07,Cơm canh chua,40000,60,16000,2,1,1,pickup,16:45,16000,24000,0.5,Dân cư đông,Cơm văn phòng,Phường Bảy Hiền
L02751,R043,2026-06-07,Cơm sườn đậu hũ,36000,57,15000,2,1,1,pickup,16:30,15000,21000,0.5,Dân cư đông,Cơm văn phòng,Phường Bảy Hiền
L02752,R043,2026-06-07,Cơm gà xối mỡ,53000,56,23000,2,1,1,pickup,16:15,23000,30000,0.5,Dân cư đông,Cơm văn phòng,Phường Bảy Hiền
L02753,R044,2026-06-07,Hủ tiếu thập cẩm,44000,50,22000,3,2,1,pickup,13:45,44000,44000,0.667,Sinh viên,Hủ tiếu,Phường Tam Bình
L02754,R044,2026-06-07,Hủ tiếu bò kho,40000,46,22000,3,1,2,delivery,13:00,22000,18000,0.333,Sinh viên,Hủ tiếu,Phường Tam Bình
L02755,R044,2026-06-07,Hủ tiếu sa tế,48000,50,24000,3,2,1,pickup,13:15,48000,48000,0.667,Sinh viên,Hủ tiếu,Phường Tam Bình
L02756,R045,2026-06-07,Bún bò giò heo,59000,41,35000,4,2,2,delivery,17:45,70000,48000,0.5,Công nhân,Bún bò,Phường Thuận An
L02757,R045,2026-06-07,Bún bò Huế đặc biệt,46000,36,29000,3,1,2,delivery,17:00,29000,17000,0.333,Công nhân,Bún bò,Phường Thuận An
L02758,R045,2026-06-07,Bún bò gân,47000,36,30000,4,2,2,pickup,17:45,60000,34000,0.5,Công nhân,Bún bò,Phường Thuận An
L02759,R046,2026-06-07,Bánh mì gà,20000,54,9000,3,2,1,pickup,13:15,18000,22000,0.667,Sinh viên,Bánh mì,Phường Cát Lái
L02760,R046,2026-06-07,Bánh mì xíu mại,22000,59,9000,3,2,1,pickup,13:15,18000,26000,0.667,Sinh viên,Bánh mì,Phường Cát Lái
L02761,R046,2026-06-07,Bánh mì trứng,24000,53,11000,3,2,1,pickup,13:00,22000,26000,0.667,Sinh viên,Bánh mì,Phường Cát Lái
L02762,R046,2026-06-07,Bánh mì thịt nguội,24000,56,11000,2,1,1,pickup,13:45,11000,13000,0.5,Sinh viên,Bánh mì,Phường Cát Lái
L02763,R046,2026-06-07,Bánh mì chả lụa,27000,58,11000,3,2,1,pickup,13:00,22000,32000,0.667,Sinh viên,Bánh mì,Phường Cát Lái
L02764,R047,2026-06-07,Bún bò viên,44000,44,25000,21,13,8,delivery,17:45,325000,247000,0.619,Công nhân,Bún bò,Phường Tân Khánh
L02765,R048,2026-06-07,Bánh mì chả lụa,25000,56,11000,4,2,2,pickup,18:30,22000,28000,0.5,Công nhân,Bánh mì,Phường An Phú
L02766,R048,2026-06-07,Bánh mì gà,19000,48,10000,3,2,1,pickup,18:15,20000,18000,0.667,Công nhân,Bánh mì,Phường An Phú
L02767,R049,2026-06-07,Phở bò tái,39000,37,25000,1,0,1,pickup,12:30,0,0,0.0,Sinh viên,Phở,Phường Thủ Đức
L02768,R049,2026-06-07,Phở bò tái nạm,47000,40,28000,1,0,1,pickup,12:15,0,0,0.0,Sinh viên,Phở,Phường Thủ Đức
L02769,R049,2026-06-07,Phở bò viên,56000,36,36000,1,0,1,delivery,12:30,0,0,0.0,Sinh viên,Phở,Phường Thủ Đức
L02770,R049,2026-06-07,Phở bò chín,47000,45,26000,1,0,1,pickup,12:30,0,0,0.0,Sinh viên,Phở,Phường Thủ Đức
L02771,R050,2026-06-07,Bánh mì gà,25000,41,15000,1,0,1,delivery,17:45,0,0,0.0,Ngoại ô,Bánh mì,Xã Hưng Long
L02772,R051,2026-06-07,Hủ tiếu mì,43000,52,21000,5,4,1,delivery,13:00,84000,88000,0.8,Dân cư đông,Hủ tiếu,Phường Hạnh Thông
L02773,R052,2026-06-07,Cơm tấm bì,34000,36,22000,3,1,2,delivery,18:15,22000,12000,0.333,Dân cư đông,Cơm tấm,Phường Xóm Chiếu
L02774,R052,2026-06-07,Cơm tấm sườn nướng,34000,42,20000,4,2,2,delivery,18:00,40000,28000,0.5,Dân cư đông,Cơm tấm,Phường Xóm Chiếu
L02775,R052,2026-06-07,Cơm tấm sườn bì chả,45000,44,25000,4,2,2,delivery,18:30,50000,40000,0.5,Dân cư đông,Cơm tấm,Phường Xóm Chiếu
L02776,R053,2026-06-07,Bánh mì gà,22000,60,9000,4,2,2,delivery,17:45,18000,26000,0.5,Dân cư đông,Bánh mì,Phường Gia Định
L02777,R053,2026-06-07,Bánh mì trứng,23000,57,10000,4,3,1,delivery,17:15,30000,39000,0.75,Dân cư đông,Bánh mì,Phường Gia Định
L02778,R053,2026-06-07,Bánh mì xíu mại,23000,60,9000,3,2,1,pickup,17:15,18000,28000,0.667,Dân cư đông,Bánh mì,Phường Gia Định
L02779,R053,2026-06-07,Bánh mì chả lụa,24000,58,10000,4,3,1,delivery,17:00,30000,42000,0.75,Dân cư đông,Bánh mì,Phường Gia Định
L02780,R053,2026-06-07,Bánh mì thịt nguội,29000,60,12000,3,2,1,delivery,17:30,24000,34000,0.667,Dân cư đông,Bánh mì,Phường Gia Định
L02781,R054,2026-06-07,Bánh mì thịt nguội,25000,51,12000,3,2,1,delivery,11:30,24000,26000,0.667,Công nhân,Bánh mì,Phường Bình Hòa
L02782,R054,2026-06-07,Bánh mì chả lụa,28000,50,14000,4,3,1,delivery,11:30,42000,42000,0.75,Công nhân,Bánh mì,Phường Bình Hòa
L02783,R054,2026-06-07,Bánh mì gà,25000,50,12000,4,3,1,pickup,11:00,36000,39000,0.75,Công nhân,Bánh mì,Phường Bình Hòa
L02784,R054,2026-06-07,Bánh mì trứng,26000,56,11000,4,3,1,delivery,11:15,33000,45000,0.75,Công nhân,Bánh mì,Phường Bình Hòa
L02785,R055,2026-06-07,Cơm tấm sườn trứng,39000,60,16000,1,0,1,delivery,12:30,0,0,0.0,Dân cư đông,Cơm tấm,Phường Thông Tây Hội
L02786,R055,2026-06-07,Cơm tấm đặc biệt,46000,60,18000,1,0,1,delivery,12:00,0,0,0.0,Dân cư đông,Cơm tấm,Phường Thông Tây Hội
L02787,R055,2026-06-07,Cơm tấm sườn bì chả,35000,56,15000,2,1,1,pickup,12:30,15000,20000,0.5,Dân cư đông,Cơm tấm,Phường Thông Tây Hội
L02788,R055,2026-06-07,Cơm tấm bì,30000,60,12000,2,1,1,delivery,12:00,12000,18000,0.5,Dân cư đông,Cơm tấm,Phường Thông Tây Hội
L02789,R055,2026-06-07,Cơm tấm sườn nướng,29000,58,12000,2,1,1,pickup,12:45,12000,17000,0.5,Dân cư đông,Cơm tấm,Phường Thông Tây Hội
L02790,R056,2026-06-07,Hủ tiếu thập cẩm,44000,32,30000,4,2,2,pickup,17:30,60000,28000,0.5,Trung tâm,Hủ tiếu,Phường Nhiêu Lộc
L02791,R056,2026-06-07,Hủ tiếu sa tế,52000,34,34000,4,2,2,pickup,17:30,68000,36000,0.5,Trung tâm,Hủ tiếu,Phường Nhiêu Lộc
L02792,R057,2026-06-07,Bún bò giò heo,40000,51,20000,1,0,1,pickup,18:45,0,0,0.0,Sinh viên,Bún bò,Phường Bình Trưng
L02793,R057,2026-06-07,Bún bò viên,45000,46,24000,1,0,1,pickup,18:00,0,0,0.0,Sinh viên,Bún bò,Phường Bình Trưng
L02794,R058,2026-06-07,Bánh mì chả lụa,19000,35,12000,1,0,1,pickup,19:15,0,0,0.0,Trung tâm,Bánh mì,Phường Cầu Kiệu
L02795,R058,2026-06-07,Bánh mì trứng,26000,32,18000,1,0,1,pickup,19:30,0,0,0.0,Trung tâm,Bánh mì,Phường Cầu Kiệu
L02796,R058,2026-06-07,Bánh mì thịt nguội,26000,33,17000,1,0,1,pickup,19:45,0,0,0.0,Trung tâm,Bánh mì,Phường Cầu Kiệu
L02797,R058,2026-06-07,Bánh mì gà,27000,38,17000,1,0,1,pickup,19:30,0,0,0.0,Trung tâm,Bánh mì,Phường Cầu Kiệu
L02798,R059,2026-06-07,Cơm tấm đặc biệt,28000,30,20000,2,0,2,pickup,14:30,0,0,0.0,Sinh viên,Cơm tấm,Phường Tam Bình
L02799,R059,2026-06-07,Cơm tấm sườn trứng,40000,33,27000,1,0,1,delivery,14:15,0,0,0.0,Sinh viên,Cơm tấm,Phường Tam Bình
L02800,R060,2026-06-07,Phở bò tái nạm,44000,60,18000,3,2,1,delivery,10:30,36000,52000,0.667,Công nhân,Phở,Phường Tân Đông Hiệp
L02801,R061,2026-06-07,Cơm tấm sườn bì chả,31000,41,18000,3,1,2,delivery,15:15,18000,13000,0.333,Sinh viên,Cơm tấm,Phường Tam Bình
L02802,R061,2026-06-07,Cơm tấm sườn trứng,28000,47,15000,4,2,2,pickup,15:00,30000,26000,0.5,Sinh viên,Cơm tấm,Phường Tam Bình
L02803,R062,2026-06-07,Phở bò viên,51000,30,36000,1,0,1,delivery,10:30,0,0,0.0,Dân cư đông,Phở,Phường Hạnh Thông
L02804,R062,2026-06-07,Phở bò chín,59000,37,37000,1,0,1,delivery,10:45,0,0,0.0,Dân cư đông,Phở,Phường Hạnh Thông
L02805,R062,2026-06-07,Phở bò tái,56000,32,38000,1,0,1,delivery,10:30,0,0,0.0,Dân cư đông,Phở,Phường Hạnh Thông
L02806,R062,2026-06-07,Phở bò tái nạm,44000,32,30000,1,0,1,delivery,10:00,0,0,0.0,Dân cư đông,Phở,Phường Hạnh Thông
L02807,R062,2026-06-07,Phở gà,40000,30,28000,1,0,1,delivery,10:00,0,0,0.0,Dân cư đông,Phở,Phường Hạnh Thông
L02808,R063,2026-06-07,Hủ tiếu bò kho,50000,37,32000,5,2,3,delivery,19:00,64000,36000,0.4,Công nhân,Hủ tiếu,Phường Thuận Giao
L02809,R063,2026-06-07,Hủ tiếu Nam Vang,40000,41,24000,4,2,2,delivery,19:45,48000,32000,0.5,Công nhân,Hủ tiếu,Phường Thuận Giao
L02810,R063,2026-06-07,Hủ tiếu mì,39000,47,21000,4,2,2,delivery,19:30,42000,36000,0.5,Công nhân,Hủ tiếu,Phường Thuận Giao
L02811,R064,2026-06-07,Bún bò gân,42000,39,26000,3,1,2,delivery,10:30,26000,16000,0.333,Sinh viên,Bún bò,Phường Tăng Nhơn Phú
L02812,R064,2026-06-07,Bún bò thập cẩm,44000,42,26000,2,1,1,pickup,10:15,26000,18000,0.5,Sinh viên,Bún bò,Phường Tăng Nhơn Phú
L02813,R064,2026-06-07,Bún bò viên,40000,47,21000,3,1,2,pickup,10:00,21000,19000,0.333,Sinh viên,Bún bò,Phường Tăng Nhơn Phú
L02814,R065,2026-06-07,Cơm tấm sườn bì chả,48000,57,21000,2,1,1,pickup,19:30,21000,27000,0.5,Công nhân,Cơm tấm,Phường Đông Hòa
L02815,R065,2026-06-07,Cơm tấm bì,28000,58,12000,2,1,1,pickup,19:45,12000,16000,0.5,Công nhân,Cơm tấm,Phường Đông Hòa
L02816,R065,2026-06-07,Cơm tấm sườn nướng,32000,57,14000,2,1,1,pickup,19:00,14000,18000,0.5,Công nhân,Cơm tấm,Phường Đông Hòa
L02817,R066,2026-06-07,Cơm sườn đậu hũ,35000,60,14000,5,3,2,pickup,09:15,42000,63000,0.6,Sinh viên,Cơm văn phòng,Phường An Khánh
L02818,R066,2026-06-07,Cơm canh chua,41000,60,16000,4,2,2,pickup,09:00,32000,50000,0.5,Sinh viên,Cơm văn phòng,Phường An Khánh
L02819,R066,2026-06-07,Cơm gà xối mỡ,28000,60,11000,5,4,1,pickup,09:00,44000,68000,0.8,Sinh viên,Cơm văn phòng,Phường An Khánh
L02820,R067,2026-06-07,Cơm canh chua,31000,49,16000,1,0,1,delivery,19:15,0,0,0.0,Dân cư đông,Cơm văn phòng,Phường An Hội Đông
L02821,R067,2026-06-07,Cơm sườn đậu hũ,34000,43,19000,1,0,1,delivery,19:00,0,0,0.0,Dân cư đông,Cơm văn phòng,Phường An Hội Đông
L02822,R067,2026-06-07,Cơm thịt kho trứng,32000,42,19000,1,0,1,pickup,19:30,0,0,0.0,Dân cư đông,Cơm văn phòng,Phường An Hội Đông
L02823,R067,2026-06-07,Cơm gà xối mỡ,44000,50,22000,1,0,1,delivery,19:15,0,0,0.0,Dân cư đông,Cơm văn phòng,Phường An Hội Đông
L02824,R067,2026-06-07,Cơm gà luộc,39000,45,21000,1,0,1,pickup,19:00,0,0,0.0,Dân cư đông,Cơm văn phòng,Phường An Hội Đông
L02825,R068,2026-06-07,Bún riêu cua đồng,48000,36,31000,1,0,1,delivery,19:30,0,0,0.0,Trung tâm,Bún riêu,Phường Xuân Hòa
L02826,R068,2026-06-07,Bún riêu cua,33000,38,20000,1,0,1,delivery,19:15,0,0,0.0,Trung tâm,Bún riêu,Phường Xuân Hòa
L02827,R068,2026-06-07,Bún riêu cua mọc,36000,30,25000,1,0,1,delivery,19:00,0,0,0.0,Trung tâm,Bún riêu,Phường Xuân Hòa
L02828,R069,2026-06-07,Bánh mì xíu mại,23000,46,12000,1,0,1,delivery,20:45,0,0,0.0,Ngoại ô,Bánh mì,Xã Xuân Thới Sơn
L02829,R069,2026-06-07,Bánh mì trứng,19000,47,10000,1,0,1,delivery,20:15,0,0,0.0,Ngoại ô,Bánh mì,Xã Xuân Thới Sơn
L02830,R069,2026-06-07,Bánh mì chả lụa,20000,46,11000,1,0,1,delivery,20:30,0,0,0.0,Ngoại ô,Bánh mì,Xã Xuân Thới Sơn
L02831,R070,2026-06-07,Hủ tiếu Nam Vang,48000,60,19000,1,0,1,pickup,19:15,0,0,0.0,Dân cư đông,Hủ tiếu,Phường Gò Vấp
L02832,R070,2026-06-07,Hủ tiếu mì,43000,58,18000,1,0,1,delivery,19:15,0,0,0.0,Dân cư đông,Hủ tiếu,Phường Gò Vấp
L02833,R070,2026-06-07,Hủ tiếu sa tế,52000,55,23000,1,0,1,delivery,19:15,0,0,0.0,Dân cư đông,Hủ tiếu,Phường Gò Vấp
L02834,R070,2026-06-07,Hủ tiếu thập cẩm,52000,58,22000,1,0,1,delivery,19:15,0,0,0.0,Dân cư đông,Hủ tiếu,Phường Gò Vấp
L02835,R071,2026-06-07,Cơm tấm sườn trứng,50000,34,33000,3,1,2,delivery,11:15,33000,17000,0.333,Sinh viên,Cơm tấm,Phường Bình Trưng
L02836,R071,2026-06-07,Cơm tấm bì,38000,37,24000,4,1,3,pickup,11:15,24000,14000,0.25,Sinh viên,Cơm tấm,Phường Bình Trưng
L02837,R071,2026-06-07,Cơm tấm đặc biệt,31000,35,20000,4,2,2,pickup,11:00,40000,22000,0.5,Sinh viên,Cơm tấm,Phường Bình Trưng
L02838,R071,2026-06-07,Cơm tấm sườn nướng,50000,31,34000,4,1,3,delivery,11:15,34000,16000,0.25,Sinh viên,Cơm tấm,Phường Bình Trưng
L02839,R071,2026-06-07,Cơm tấm sườn bì chả,33000,30,23000,4,1,3,pickup,11:15,23000,10000,0.25,Sinh viên,Cơm tấm,Phường Bình Trưng
L02840,R072,2026-06-07,Cơm gà luộc,36000,54,17000,4,2,2,delivery,14:00,34000,38000,0.5,Trung tâm,Cơm văn phòng,Phường Bến Thành
L02841,R072,2026-06-07,Cơm canh chua,40000,54,18000,5,3,2,pickup,14:15,54000,66000,0.6,Trung tâm,Cơm văn phòng,Phường Bến Thành
L02842,R073,2026-06-07,Bánh mì chả lụa,27000,42,16000,2,1,1,delivery,16:15,16000,11000,0.5,Dân cư đông,Bánh mì,Phường Vĩnh Hội
L02843,R073,2026-06-07,Bánh mì gà,29000,47,15000,2,1,1,pickup,16:15,15000,14000,0.5,Dân cư đông,Bánh mì,Phường Vĩnh Hội
L02844,R074,2026-06-07,Cơm gà xối mỡ,28000,30,20000,2,1,1,pickup,17:30,20000,8000,0.5,Dân cư đông,Cơm văn phòng,Phường Bình Lợi Trung
L02845,R074,2026-06-07,Cơm gà luộc,42000,31,29000,2,1,1,pickup,17:30,29000,13000,0.5,Dân cư đông,Cơm văn phòng,Phường Bình Lợi Trung
L02846,R074,2026-06-07,Cơm sườn đậu hũ,34000,31,23000,2,1,1,pickup,17:15,23000,11000,0.5,Dân cư đông,Cơm văn phòng,Phường Bình Lợi Trung
L02847,R074,2026-06-07,Cơm canh chua,35000,30,24000,2,1,1,pickup,17:00,24000,11000,0.5,Dân cư đông,Cơm văn phòng,Phường Bình Lợi Trung
L02848,R074,2026-06-07,Cơm thịt kho trứng,28000,33,19000,2,1,1,pickup,17:15,19000,9000,0.5,Dân cư đông,Cơm văn phòng,Phường Bình Lợi Trung
L02849,R075,2026-06-07,Cơm tấm bì,31000,54,14000,3,2,1,delivery,15:15,28000,34000,0.667,Dân cư đông,Cơm tấm,Phường Vĩnh Hội
L02850,R075,2026-06-07,Cơm tấm sườn nướng,33000,51,16000,3,2,1,delivery,15:30,32000,34000,0.667,Dân cư đông,Cơm tấm,Phường Vĩnh Hội
L02851,R075,2026-06-07,Cơm tấm sườn bì chả,50000,46,27000,3,2,1,delivery,15:45,54000,46000,0.667,Dân cư đông,Cơm tấm,Phường Vĩnh Hội
L02852,R076,2026-06-07,Phở bò viên,40000,46,22000,7,3,4,pickup,12:30,66000,54000,0.429,Dân cư đông,Phở,Phường An Nhơn
L02853,R076,2026-06-07,Phở bò tái,63000,42,37000,5,2,3,pickup,12:15,74000,52000,0.4,Dân cư đông,Phở,Phường An Nhơn
L02854,R076,2026-06-07,Phở bò chín,50000,47,26000,7,5,2,pickup,12:15,130000,120000,0.714,Dân cư đông,Phở,Phường An Nhơn
L02855,R077,2026-06-07,Cơm tấm sườn trứng,34000,42,20000,2,1,1,delivery,14:00,20000,14000,0.5,Trung tâm,Cơm tấm,Phường Xuân Hòa
L02856,R077,2026-06-07,Cơm tấm sườn bì chả,38000,39,23000,2,0,2,pickup,14:15,0,0,0.0,Trung tâm,Cơm tấm,Phường Xuân Hòa
L02857,R077,2026-06-07,Cơm tấm đặc biệt,44000,49,22000,2,1,1,pickup,14:15,22000,22000,0.5,Trung tâm,Cơm tấm,Phường Xuân Hòa
L02858,R078,2026-06-07,Bún riêu cua,41000,36,26000,2,1,1,pickup,13:00,26000,15000,0.5,Công nhân,Bún riêu,Phường Tân Đông Hiệp
L02859,R078,2026-06-07,Bún riêu cua mọc,39000,41,23000,2,1,1,delivery,13:45,23000,16000,0.5,Công nhân,Bún riêu,Phường Tân Đông Hiệp
L02860,R078,2026-06-07,Bún riêu cua đồng,44000,40,26000,2,1,1,delivery,13:00,26000,18000,0.5,Công nhân,Bún riêu,Phường Tân Đông Hiệp
